    0.855958870520206361E+00    0.979320026164542767E+01   -0.238547611780710156E+00    0.193203250913781375E+03    0.156432642589446717E-01   -0.102640113838127007E+02
    0.954401641340825169E+00    0.950665264615801320E+01   -0.212473926305300598E+00    0.218557102801649222E+03    0.504636445377588880E-01   -0.100241958286640322E+02
    0.929633940899236788E+00    0.982535403104779093E+01   -0.169780948231418094E+00    0.238847435420251117E+03    0.184474560239714196E-01   -0.990994679527368838E+01
    0.101802839266865397E+01    0.953638357936253911E+01    0.864699058876272630E-02    0.231065686487917134E+03    0.170151441810145188E+00   -0.908346575278568302E+01
    0.922411490413189705E+00    0.926249912312573720E+01   -0.184174851027921527E+00    0.193158869870861167E+03    0.731509278518356759E-01   -0.878247480610228237E+01
    0.100707102204839472E+01    0.916559485857145972E+01   -0.683928379647902318E-01    0.216988862235802372E+03    0.145402567785166414E+00   -0.869797170384408069E+01
    0.825793197181053040E+00    0.988599560340005823E+01   -0.367189021790176984E+00    0.190691703418146574E+03    0.562885479505661063E-01   -0.866472261615847295E+01
    0.992483346655560705E+00    0.921111720751398799E+01   -0.383212292358683371E-01    0.209882417745133921E+03    0.141251549370078944E+00   -0.858908966555764408E+01
    0.939250671730928910E+00    0.973695621796315258E+01   -0.177642464061617655E+00    0.227582542004093966E+03    0.158964657012139743E+00   -0.806066513028333453E+01
    0.914078336921789081E+00    0.971481608920498552E+01   -0.283727482124510377E+00    0.217520939458040800E+03    0.589942860083367895E-01   -0.786693252644752494E+01
    0.932711178483986880E+00    0.947054987934412651E+01   -0.201641518633846495E+00    0.206881549858569826E+03    0.128070977022321231E+00   -0.778758646276652033E+01
    0.953377983274788954E+00    0.905821601743961402E+01   -0.116362350940560688E+00    0.200419429404177237E+03    0.497105355305507354E-01   -0.753022947242407970E+01
    0.972260094646521078E+00    0.978198003347526601E+01    0.384999828482257556E-02    0.234074183682974876E+03    0.113131251375314754E+00   -0.729685223678920636E+01
    0.832067203928392618E+00    0.994153147145413740E+01   -0.276964454353775036E+00    0.199331074334066074E+03    0.422270390466348167E-02   -0.729435780611043860E+01
    0.968771185485886366E+00    0.990623030372094071E+01    0.755052519553656154E-02    0.250635532368790876E+03    0.492664821274782713E-01   -0.698915701237185161E+01
    0.920086126136393845E+00    0.981897485523442803E+01   -0.238664857961148336E+00    0.234641200137920862E+03    0.892085538694678271E-01   -0.684165334225649424E+01
    0.924901130616097022E+00    0.978768666888302974E+01   -0.117472971213094191E+00    0.215711624489073813E+03    0.159705810235245327E+00   -0.681273275289771796E+01
    0.100575101788688004E+01    0.950725017117750504E+01   -0.246675145531276563E-01    0.227607627022420672E+03    0.999791194892220847E-01   -0.673770737058359970E+01
    0.859562576524446453E+00    0.977729495510045155E+01   -0.275605651404108531E+00    0.194590389396402202E+03    0.614476166442471661E-01   -0.673319391853812377E+01
    0.978847815794005038E+00    0.906134177615683889E+01   -0.489678161327686823E-01    0.205253315141162886E+03    0.460513364491147575E-01   -0.672069284398344990E+01
    0.955705640287656477E+00    0.971013068133621893E+01   -0.143282079600746126E+00    0.233272415046548844E+03    0.403564620503659849E-01   -0.661853857132171886E+01
    0.924349100318885064E+00    0.956675343140694601E+01   -0.224539402730985937E+00    0.205059437312088335E+03    0.109329915649249015E+00   -0.659388018675791354E+01
    0.943591465212577085E+00    0.909300408214311062E+01   -0.172899569877627446E+00    0.201354273771717857E+03    0.166064768917202378E-01   -0.649572880181068157E+01
    0.875613821465689779E+00    0.993436152825046292E+01   -0.212030247368325764E+00    0.222414807043316614E+03    0.295240377907657614E-01   -0.643069083915061768E+01
    0.881862047394918358E+00    0.994888157996701494E+01   -0.125884659292940349E+00    0.212668413131530514E+03    0.298954837639514061E-01   -0.637815317404471394E+01
    0.972023606862290390E+00    0.919611883344599867E+01   -0.138324212149771419E+00    0.208943162495919097E+03    0.796635097228394345E-01   -0.637769280732224253E+01
    0.907165193699198347E+00    0.936838227652354050E+01   -0.221919086067809523E+00    0.196036523703802203E+03    0.491350012143601435E-02   -0.633567158729222335E+01
    0.985838944117126248E+00    0.948130410328325723E+01   -0.585010571183168793E-01    0.224100914277800229E+03    0.856360258020492687E-03   -0.631853783451655104E+01
    0.953621742425446728E+00    0.966419119943613936E+01   -0.103040923465435696E+00    0.220101179452648609E+03    0.158243392810383521E+00   -0.622669915024186782E+01
    0.987040082165923982E+00    0.975788873521933198E+01    0.539358602945805288E-01    0.235352098419963340E+03    0.781743616981355333E-01   -0.619516172039609891E+01
    0.935734672192070405E+00    0.956974309341329388E+01   -0.148997441225933169E+00    0.208533162499092015E+03    0.134964713432349392E+00   -0.615897994945366634E+01
    0.951044030271342322E+00    0.920128040698745053E+01   -0.148196711364742217E+00    0.201216940870206599E+03    0.885233096965902522E-01   -0.612926466225235345E+01
    0.981417808473695752E+00    0.973766332633038090E+01    0.203267190755207494E-01    0.229691513617484560E+03    0.123548127929389850E+00   -0.612800003608826849E+01
    0.952295159263545243E+00    0.972101061079481887E+01   -0.875831393235015909E-02    0.214951849075805114E+03    0.318226721040404531E-01   -0.611913047104300301E+01
    0.949266710518579582E+00    0.952048008607000185E+01   -0.177680164634298254E+00    0.217673075543030961E+03    0.269801371771112054E-01   -0.611729485403138895E+01
    0.882467385764215573E+00    0.992126638259981952E+01   -0.313320660300387743E+00    0.229896581186879644E+03    0.165410326185779721E+00   -0.610471231318455843E+01
    0.955946777358678168E+00    0.976253861550754998E+01   -0.586730544620426286E-01    0.230029041384102925E+03    0.103344515012907659E+00   -0.607494154192738112E+01
    0.924090377491452619E+00    0.971861318343497516E+01   -0.252022157203436237E+00    0.219701533730822263E+03    0.182306760679599306E+00   -0.604631898380526067E+01
    0.986364324315704311E+00    0.953119780350305845E+01    0.279622781314987634E-01    0.218372787685856764E+03    0.164917382878353620E-01   -0.603849887177847311E+01
    0.849889534821377191E+00    0.973754850191368426E+01   -0.359756897370068440E+00    0.191201128072086448E+03    0.620623151695183298E-01   -0.603317307709636985E+01
    0.917569455483808971E+00    0.941104767977534529E+01   -0.271731641532101609E+00    0.202306231666204098E+03    0.681760205363855787E-01   -0.597638354147587592E+01
    0.978648362396043692E+00    0.949350422755403756E+01    0.719490158130753343E-02    0.213321405601939801E+03    0.266845271825124526E-01   -0.596644794635871101E+01
    0.966847362311812564E+00    0.917577561806656128E+01   -0.136424793277250433E+00    0.206173649720582404E+03    0.883852908559890488E-01   -0.594858588080930950E+01
    0.896364216030681726E+00    0.994523887069465040E+01   -0.211473554141450748E+00    0.236439144604010664E+03    0.139379657992216910E+00   -0.591223467218748233E+01
    0.993976630284494678E+00    0.955687230194685711E+01   -0.133762128993613061E-01    0.222957848892563078E+03    0.111408168045213890E+00   -0.589896551006656633E+01
    0.929569080396444702E+00    0.969679507620739223E+01   -0.142724832556339720E+00    0.214504873518202402E+03    0.131988723648931328E+00   -0.588061101076878678E+01
    0.937462460288300492E+00    0.983219208512978327E+01   -0.159471479675476591E+00    0.237651839584458571E+03    0.190452383820821332E-02   -0.585984335843018123E+01
    0.932776361367473439E+00    0.935068567234290882E+01   -0.209201063155649791E+00    0.204748028650609086E+03    0.406399374529531829E-01   -0.583345398188801756E+01
    0.974453429405688798E+00    0.975485888274547364E+01   -0.535071037398271443E-02    0.228705459784980235E+03    0.904216980095662592E-01   -0.582987452828263208E+01
    0.935512794361691435E+00    0.940534657438848143E+01   -0.105090525146389169E+00    0.199885670781601618E+03    0.216277485411139267E-01   -0.581541859899807445E+01
    0.886137075012508824E+00    0.955195017927613321E+01   -0.273840646851377212E+00    0.192764269113626398E+03    0.404179655111691349E-01   -0.574323200673114531E+01
    0.983273466900964843E+00    0.956524577013371946E+01    0.178357588245976473E-01    0.219352920545089830E+03    0.881695922935080839E-01   -0.568342368632090889E+01
    0.844651449521388931E+00    0.977349497157940306E+01   -0.390121849045714786E+00    0.194177062559100847E+03    0.146658880433710517E-01   -0.567556858711224166E+01
    0.875274186671418541E+00    0.100131081412806147E+02   -0.241704048669037164E+00    0.237545084783529774E+03    0.111249693967516355E+00   -0.565993189631758931E+01
    0.913647590564917511E+00    0.959178302578341935E+01   -0.234374487896062078E+00    0.208313005649479123E+03    0.694452292378820030E-01   -0.560543611659889685E+01
    0.959448151558811468E+00    0.961053692471504384E+01   -0.498875877546667290E-01    0.212559629123379153E+03    0.896770519095115848E-01   -0.560365659273762695E+01
    0.831433248762282640E+00    0.998042408407556891E+01   -0.285134550236652906E+00    0.205783713801619029E+03    0.851049919407733182E-02   -0.558583723360118434E+01
    0.898079329058377840E+00    0.969970035203769143E+01   -0.241071428329684423E+00    0.202358081416142312E+03    0.117025397918912241E+00   -0.555011382987264490E+01
    0.851640823691819149E+00    0.997807039564345821E+01   -0.334459850434426720E+00    0.218885262568453470E+03    0.157941581721560920E+00   -0.554037690183144971E+01
    0.921279319453091050E+00    0.931974332722458421E+01   -0.195376995760590866E+00    0.197075333166409251E+03    0.410954586149851128E-01   -0.552643095446279986E+01
    0.828241341295077094E+00    0.985597851379017875E+01   -0.374609005993360888E+00    0.191835485728285391E+03    0.597552490941875500E-01   -0.551151879885431129E+01
    0.946563339088508093E+00    0.977027475403325596E+01   -0.178932371304873605E+00    0.233837245371599977E+03    0.133517474360716509E+00   -0.549898891228723130E+01
    0.927892315154925540E+00    0.975293087977634698E+01   -0.196928429658315807E+00    0.218603237390955627E+03    0.145512645940928081E+00   -0.547825278968965890E+01
    0.931178863817711644E+00    0.991942319732050493E+01   -0.139777241218669523E+00    0.249401172001378200E+03    0.700051659311394653E-01   -0.546137090642429968E+01
    0.782057141215182994E+00    0.100782908223526633E+02   -0.448807862929827994E+00    0.198671189506297367E+03    0.729831805748104023E-01   -0.542122021703487356E+01
    0.966026310814532829E+00    0.924126894049684466E+01   -0.139355626613579364E+00    0.207834425000576488E+03    0.790326972991418908E-01   -0.540323525462442600E+01
    0.882144829357648486E+00    0.991965389575174150E+01   -0.257885186981957837E+00    0.229404883505728151E+03    0.552093875904552944E-01   -0.539911055100194215E+01
    0.966581486871213258E+00    0.984333314016479655E+01    0.295816878367549663E-01    0.235975667230725122E+03    0.807478628270198173E-01   -0.536187308700686760E+01
    0.941143557403793296E+00    0.937746564960840523E+01   -0.214543903138042946E+00    0.206975388969725316E+03    0.896058717287889495E-01   -0.531355020258952582E+01
    0.970500203992383792E+00    0.932326911990839058E+01   -0.394272006164992916E-01    0.207439781119179514E+03    0.329537441334118442E-01   -0.525983201659315469E+01
    0.874452390846554350E+00    0.988435530893311309E+01   -0.307118844014330428E+00    0.217145507963292431E+03    0.162384331356620670E+00   -0.525674141547230267E+01
    0.928971861505133667E+00    0.948958367552608273E+01   -0.196896132019163783E+00    0.203646804403867435E+03    0.377592356995266956E-01   -0.524049706977682028E+01
    0.893832150400108216E+00    0.993951975037357016E+01   -0.102334583426840986E+00    0.221186689931381011E+03    0.174937629739073501E-01   -0.519254023063493975E+01
    0.991434240578353609E+00    0.961074432074559226E+01   -0.445191095499599676E-01    0.229842551308492062E+03    0.864242612393232162E-01   -0.517660226118164069E+01
    0.954450125362042212E+00    0.943836035936043416E+01   -0.114935213246290857E+00    0.208859787530979872E+03    0.106193390962033396E+00   -0.516894767519269038E+01
    0.919144504059127176E+00    0.948962096935124855E+01   -0.260986085471053286E+00    0.206129483443199632E+03    0.198326462479277883E-01   -0.514603833113678100E+01
    0.859132619131429243E+00    0.996648627030267065E+01   -0.345333942901167479E+00    0.230593278050133932E+03    0.515228630949600697E-01   -0.513807831846922713E+01
    0.860186785726896330E+00    0.993532231228492080E+01   -0.370984236204173534E+00    0.223144003494796863E+03    0.437249469113002651E-01   -0.512942736849871395E+01
    0.798825008229009925E+00    0.997203163997355624E+01   -0.460597618622990979E+00    0.194236752074492472E+03    0.820171440091725518E-01   -0.512460362907146916E+01
    0.935959695203771425E+00    0.993754716545690187E+01   -0.897186590465519629E-01    0.251812565974893715E+03    0.912366873798015413E-02   -0.512309846758998866E+01
    0.947057572868673980E+00    0.966195953301878241E+01   -0.220477999777699551E-01    0.210444017684635270E+03    0.687387755038637843E-02   -0.511309833582496687E+01
    0.985374122214911496E+00    0.957000303993658719E+01   -0.709786502788256612E-01    0.225532326454684664E+03    0.145055641479837349E+00   -0.511083569572173957E+01
    0.878296718865070436E+00    0.967922235879790627E+01   -0.351877814532761679E+00    0.202593868246788162E+03    0.275771739648687092E-01   -0.509477752973900877E+01
    0.982539057758753387E+00    0.959764427713251678E+01   -0.726696536341373545E-01    0.226036214849831936E+03    0.153478183596316153E+00   -0.509276141871545285E+01
    0.939967499560653286E+00    0.946864893542479713E+01   -0.162676853960512346E+00    0.204531203993911646E+03    0.659190511288096637E-01   -0.508284317757485482E+01
    0.959152579678579587E+00    0.939260605440761154E+01   -0.118207166132407337E+00    0.211916546953941321E+03    0.489042893429666239E-01   -0.508213174051677719E+01
    0.956008266159301123E+00    0.943589809768418775E+01   -0.179098517979936034E+00    0.212803237516499507E+03    0.929980310281299793E-01   -0.505103849769487745E+01
    0.878255481484307654E+00    0.982525548498005818E+01   -0.338815812568181052E+00    0.219038188565198794E+03    0.306977994000992259E-01   -0.498839693062623724E+01
    0.922070644131949169E+00    0.948162926918466731E+01   -0.237142335408071503E+00    0.203285533174092365E+03    0.377851340302211222E-01   -0.497147325405251195E+01
    0.864840976548321150E+00    0.968085845088356400E+01   -0.329251334944500318E+00    0.194647096414944286E+03    0.615068482518282070E-01   -0.496798107114217835E+01
    0.871718843173935665E+00    0.959939929898098931E+01   -0.324998166291019519E+00    0.194302485093604361E+03    0.229520414355020332E-01   -0.495630109278921260E+01
    0.950956787049433538E+00    0.944356933354721129E+01   -0.181139441015759406E+00    0.213456766239869921E+03    0.352685686174614849E-01   -0.495555368434343535E+01
    0.970293540476182104E+00    0.974932690451702655E+01   -0.988713645117167417E-02    0.230991889584679797E+03    0.855334110632716554E-01   -0.495184637872680344E+01
    0.930425013133783452E+00    0.952982889553068091E+01   -0.236982197428887265E+00    0.208349908792984081E+03    0.112154254784358989E+00   -0.494146681580303326E+01
    0.962807623328761797E+00    0.919384544473570564E+01   -0.123548297455438938E+00    0.206056473717966725E+03    0.271755808199156158E-01   -0.492981690504752557E+01
    0.915593111371062474E+00    0.975747127312166995E+01   -0.182635553743493162E+00    0.220389154665729052E+03    0.400442848944124047E-01   -0.491464477920554188E+01
    0.972087898185846400E+00    0.956112576956113536E+01   -0.987341653185569434E-01    0.219582381969551335E+03    0.158603654599485694E+00   -0.489851714885377731E+01
