    0.101920722951283405E+01    0.227975147562552660E+00    0.955077505262502235E+01    0.812264512653713133E-01    0.236132587764930065E+03    0.125514421453575397E-01   -0.105426802251761877E+02
    0.934343959451158113E+00    0.283964618772172495E+00    0.967866194282346015E+01   -0.156241154004175264E+00    0.217300287765275669E+03    0.174281779193670328E+00   -0.972354910096391478E+01
    0.927036414190306135E+00    0.516277664414568793E+00    0.976616784509786839E+01   -0.107370683183119819E+00    0.227170211564673622E+03    0.388151889049722573E-01   -0.954663463129118206E+01
    0.889749362499911767E+00    0.203360473241038564E+00    0.999033661992461397E+01   -0.167452649688748956E+00    0.235645909196101371E+03    0.357292589448684637E-02   -0.949687004453317662E+01
    0.848544229938248740E+00    0.197108341849729390E+00    0.962233921356628663E+01   -0.381513131153455642E+00    0.187999281288061894E+03    0.363474323297623345E-01   -0.931766675495597063E+01
    0.870973799075854704E+00    0.329509328471659813E+00    0.966830770741903578E+01   -0.267211912222428793E+00    0.196627272763181537E+03    0.143699807193921458E-01   -0.926176534895697756E+01
    0.980184512387267892E+00    0.143084335483596170E+00    0.977060959774678750E+01   -0.912198223617917137E-01    0.249674294688994308E+03    0.968519101314883751E-01   -0.913613105345605980E+01
    0.989808354134946389E+00    0.159733344747536088E+00    0.925196064169077914E+01   -0.205249036106494032E-01    0.214734229468165239E+03    0.741997336995485895E-01   -0.901365130635440437E+01
    0.893611665173340231E+00    0.293326245693645682E+00    0.990063486198281595E+01   -0.162243710891750048E+00    0.222633773017309750E+03    0.100679436835381678E+00   -0.896109354844830186E+01
    0.880644614061745989E+00    0.871061913274321364E+00    0.966967728972799989E+01   -0.345880237392814482E+00    0.285701226335064575E+03    0.928369456962540446E-01   -0.861961914716037647E+01
    0.945474672458981535E+00    0.395791760485828703E+00    0.966431447932943755E+01   -0.538518138109012057E-01    0.220177694991478376E+03    0.456456534671367820E-01   -0.849145265809629102E+01
    0.953866517326975916E+00    0.338341167725754399E+00    0.967033331211338698E+01   -0.461400625274590581E-01    0.217893314873301932E+03    0.948791814869349576E-01   -0.839574973235633948E+01
    0.862466578951931906E+00    0.107330896744686030E+00    0.993740374494728052E+01   -0.380600695265751021E+00    0.228237059507350580E+03    0.122190329935577394E+00   -0.824224524890854582E+01
    0.968744638452319951E+00    0.237988836795676117E+00    0.979426434487234410E+01   -0.669008903335832628E-01    0.241753313217572583E+03    0.225541940177724463E-01   -0.817219869632457296E+01
    0.101434818954176253E+01    0.100308308974772453E+01    0.955993784978613981E+01    0.457428026771458107E-01    0.322062239163149627E+03    0.142470196035865776E+00   -0.810809070395121978E+01
    0.918491857322130900E+00    0.510542002886291257E+00    0.968817142877852788E+01   -0.211462810591137362E+00    0.223234985673294318E+03    0.460668424192527473E-01   -0.810778051979532854E+01
    0.101009893262469785E+01    0.225552067315818616E+00    0.938527579525928601E+01   -0.672107000162380785E-02    0.222666306807100057E+03    0.125376712737419793E+00   -0.810531186536071147E+01
    0.994045252602021479E+00    0.467066182243291772E+00    0.969374604054405076E+01   -0.554763219417644393E-01    0.252466781946384970E+03    0.346946874221403731E-01   -0.808086906182109388E+01
    0.992055828183869060E+00    0.282887492722143807E+00    0.936643914878519546E+01    0.199843202513094731E-01    0.218012101043724158E+03    0.570910600099846996E-01   -0.795807947059167020E+01
    0.931917300850020447E+00    0.358917287051291389E+00    0.924033731052383267E+01   -0.251815504172408833E+00    0.205680981308150365E+03    0.421646920951570525E-01   -0.792650693557386887E+01
    0.925407812123329898E+00    0.919154176288503266E+00    0.961238019542553523E+01   -0.970045175586160546E-01    0.282428039837991662E+03    0.264561280243571610E-01   -0.779889286810133608E+01
    0.994286979058638165E+00    0.226440052481658549E+00    0.958404370108163661E+01   -0.421072291794719611E-01    0.228677375121745456E+03    0.973632408307481823E-01   -0.778119714333280932E+01
    0.942685986991810831E+00    0.184701561317480556E+00    0.960103070181649088E+01   -0.220971944937074838E+00    0.222595196792222254E+03    0.265627929981106063E-01   -0.771527415648490056E+01
    0.100398851433269165E+01    0.190118186390171640E+00    0.947553368829481713E+01   -0.119268695391019364E-01    0.226714589983980346E+03    0.131075140657134492E+00   -0.767379787272364666E+01
    0.101060237410090625E+01    0.200037195355845965E+00    0.940261557787957436E+01   -0.326901447921885691E-01    0.226064012613419465E+03    0.115242948650432817E+00   -0.766047764371066986E+01
    0.101138535740947044E+01    0.185799265291287874E+00    0.947310762894825231E+01   -0.525805802640988418E-02    0.228997180554325126E+03    0.133440593128343138E+00   -0.764383584778613923E+01
    0.948356884540227374E+00    0.929920456123956907E+00    0.916335801153454987E+01   -0.156690433344564450E+00    0.276834698387012452E+03    0.586992237021122173E-01   -0.760526416509725145E+01
    0.971079772087455995E+00    0.109657677580765014E+00    0.935856840895069730E+01   -0.158897689130773401E+00    0.213948066323689545E+03    0.116039873383190315E+00   -0.748543912287233937E+01
    0.976558346489258655E+00    0.922565630638894962E+00    0.981314325201025284E+01    0.199162795693124117E-01    0.320195150482309771E+03    0.429628704967679395E-01   -0.739309626316690860E+01
    0.843743380129546305E+00    0.805529901679712501E+00    0.980657876888934865E+01   -0.406675071526851006E+00    0.265091894849102573E+03    0.457473786914007613E-01   -0.723226873480415300E+01
    0.988985414424429776E+00    0.396757681833114551E+00    0.944465242912849767E+01   -0.808390367012612465E-01    0.226810673169564836E+03    0.113046731192357974E+00   -0.722662862487735502E+01
    0.935904083156626654E+00    0.109313768951829482E+00    0.945634539069796354E+01   -0.248756642302289777E+00    0.210865580186203744E+03    0.811202903368658385E-01   -0.718872865871978028E+01
    0.100836117624065835E+01    0.517453874845657635E+00    0.954170615310633963E+01   -0.169929598814420046E-01    0.242516619885488865E+03    0.472289904665619820E-01   -0.714916411596187196E+01
    0.940141216861609896E+00    0.105664380262173063E+00    0.968842213071332381E+01   -0.760981346603175623E-01    0.213916868889421664E+03    0.112798107667722608E+00   -0.710045838882138369E+01
    0.838072072361528919E+00    0.333600934980102515E+00    0.100011629996913314E+02   -0.343091623378594335E+00    0.224559632719470358E+03    0.524980696371038155E-01   -0.701408269989514466E+01
    0.896303120364340344E+00    0.306774903231084417E+00    0.969918198055856351E+01   -0.251763499139082025E+00    0.206333971543075904E+03    0.443148139448486869E-01   -0.696682780400052160E+01
    0.963523972525704320E+00    0.376622803190965749E+00    0.923375932679915223E+01   -0.129813500602630860E+00    0.211013198371406162E+03    0.606314632894019087E-01   -0.693417379834826164E+01
    0.847161187669894344E+00    0.225974568580288360E+00    0.993929831554597953E+01   -0.407997619350170204E+00    0.219977582971190486E+03    0.266795051410977438E-01   -0.691114558501426757E+01
    0.101124301176674369E+01    0.101021921025287087E+01    0.961279775398525871E+01    0.644899025231993051E-01    0.332351530671689147E+03    0.651219268436530330E-01   -0.687994076147552214E+01
