    0.114020609612756973E+01    0.471804085195221878E+00    0.984953241802670298E+01   -0.347008168697357178E+00    0.810080766677856445E+01    0.432740446329116790E+00   -0.144774862806187687E+07   -0.690775511231546968E+01    1
    0.221653286009395156E+01    0.206595748391556011E+01    0.918180838512897601E+01    0.192911565303802490E+00    0.152139186859130859E+03    0.534938965439796354E+00   -0.684640659825647483E+06   -0.690875511231548245E+01    1
    0.168942418152683982E+01    0.140972790984860152E+01    0.941739430005153011E+01   -0.609465718269348145E+00    0.109057188034057617E+03    0.129624425172805785E+00   -0.684352348907488515E+06   -0.690975511231547301E+01    1
    0.118183126252734660E+01    0.869296392558694064E+00    0.976357153759221674E+01   -0.401699662208557129E+00    0.105825483798980713E+03    0.219425366520881626E+00   -0.680409141275934759E+06   -0.691075511231547601E+01    1
    0.246944154003900307E+01    0.147851049545737223E+01    0.910372000133908976E+01    0.532775521278381348E-01    0.164888083934783936E+03    0.537468383014202078E+00   -0.663586598367874860E+06   -0.691175511231546658E+01    1
    0.198537960236066580E+01    0.197607751000669585E+01    0.944498711933733937E+01   -0.121585005521774292E+01    0.251604616641998291E+03    0.312371401488780953E+00   -0.621059783305159770E+06   -0.691275511231547579E+01    1
    0.203487697052049654E+01    0.119986618209339402E+01    0.934523466619456755E+01   -0.192960143089294434E+00    0.169852495193481445E+03    0.494719309806823659E+00   -0.616300468662471860E+06   -0.691375511231547435E+01    1
    0.946249403572618997E+00    0.768307020235106108E+00    0.993722337884362616E+01   -0.114923167228698730E+01    0.142038702964782715E+03    0.100164888799190513E+00   -0.605878798958123662E+06   -0.691475511231548357E+01    1
    0.150925684822297090E+01    0.976027710018061212E+00    0.971233332837292451E+01   -0.154753488302230835E+01    0.190441310405731201E+03    0.312791450023651108E+00   -0.540831919916692888E+06   -0.691575511231552209E+01    1
    0.143737260824990276E+01    0.877796083500690494E+00    0.984498738189722111E+01   -0.129452049732208252E+00    0.275858581066131592E+03    0.181717178821563713E+00   -0.531520624314310611E+06   -0.691675511231554463E+01    1
    0.129813287704181679E+01    0.122651686349699540E+01    0.982332205073530318E+01   -0.695692300796508789E-01    0.242147862911224365E+03    0.532936216592788670E+00   -0.529532453455791692E+06   -0.691775511231549967E+01    1
    0.167396439638185512E+01    0.601983779396664920E+00    0.960056999546654311E+01   -0.196298420429229736E+00    0.261856198310852051E+03    0.796329244971275274E-01   -0.529252464663045015E+06   -0.691875511231549378E+01    1
    0.162499399491655838E+01    0.122741376034578220E+01    0.969044129218844574E+01   -0.915974974632263184E+00    0.308427751064300537E+03    0.372270026206970195E+00   -0.518434143898403388E+06   -0.691975511231551454E+01    1
    0.984116653634905858E+00    0.937417419788529882E+00    0.100464213838895819E+02   -0.109934616088867188E+01    0.245697855949401855E+03    0.286302124559879301E+00   -0.516170950612748682E+06   -0.692075511231548113E+01    1
    0.200482577891349800E+01    0.890581858229755219E+00    0.915727356002967419E+01   -0.244864159822463989E+01    0.335797905921936035E+03    0.177801766097545610E+00   -0.499649723152970430E+06   -0.692175511231547080E+01    1
    0.143936146856349700E+01    0.643000467456317226E+00    0.975273000429779202E+01   -0.535194814205169678E+00    0.294774949550628662E+03    0.206949760019779189E+00   -0.493674468373696262E+06   -0.692275511231549334E+01    1
    0.142872545546847585E+01    0.111340751215771805E+01    0.981667813548383883E+01   -0.959966778755187988E+00    0.359723567962646484E+03    0.329211229085922194E-01   -0.492794700029568048E+06   -0.692375511231548746E+01    1
    0.153470428883922105E+01    0.137348258436403392E+01    0.956398209010160016E+01   -0.813850402832031250E+00    0.169125437736511230E+03    0.622980841994285536E-01   -0.487655809249096958E+06   -0.692475511231548957E+01    1
    0.960712265711367253E+00    0.179168560136370114E+00    0.100277504657591141E+02   -0.125840240716934204E+01    0.208208084106445312E+03    0.359297925233840909E+00   -0.479021089192104933E+06   -0.692575511231552365E+01    1
    0.215268339901828787E+01    0.112643278119946100E+01    0.927896978352719337E+01    0.158524394035339355E+00    0.373542129993438721E+03    0.227615959346294389E+00   -0.457684935023606347E+06   -0.692675511231553909E+01    1
    0.111296141945028304E+01    0.234562787623992464E+00    0.965116440167804512E+01   -0.193703740835189819E+01    0.223397076129913330E+03    0.330053986608982053E+00   -0.451639992713390151E+06   -0.692775511231552343E+01    1
    0.113426986291909215E+01    0.943530580063584701E+00    0.995639642686790971E+01   -0.267176330089569092E+00    0.244315803050994873E+03    0.494946256577968535E+00   -0.439951227971967892E+06   -0.692875511231550334E+01    1
    0.185062548275685312E+01    0.162840702390610992E+01    0.944836189769111634E+01   -0.129418450593948364E+01    0.151516199111938477E+03    0.142188163399696338E+00   -0.437445089729764499E+06   -0.692975511231548769E+01    1
    0.191395101191121353E+01    0.128529032448228264E+01    0.940915812200401014E+01    0.247437655925750732E+00    0.387033820152282715E+03    0.367273593842983193E+00   -0.421635785712230892E+06   -0.693075511231546315E+01    1
    0.203910831148195282E+01    0.168905296440537045E+01    0.904847008060739455E+01   -0.714696288108825684E+00    0.581760406494140625E+02    0.293682760894298511E+00   -0.421025878701951937E+06   -0.693175511231550789E+01    1
    0.208036735416841534E+01    0.202784674006499221E+01    0.911526800748984378E+01    0.452566385269165039E+00    0.331244587898254395E+03    0.195446700751781444E+00   -0.409568227280024497E+06   -0.693275511231550912E+01    1
