    0.112096565582392516E+01    0.893434809433218513E+00    0.912034798099119115E+01   -0.102244035658421772E+00    0.717149114897361983E+03    0.219395791737430956E+00   -0.417078216383638178E+01
    0.944155702828123111E+00    0.207839927726902685E+00    0.990081353352674931E+01   -0.354653503925264957E+00    0.620036405148907306E+03    0.400314346156717904E+00   -0.291784747951879453E+01
    0.140175852255492228E+01    0.740171087561620644E+00    0.948913597838869549E+01    0.649628753247637469E-01    0.111148483001298086E+04    0.494575204186577189E+00   -0.289256048814419930E+01
    0.122229178659121462E+01    0.115097148004494865E+01    0.919800561364682068E+01    0.407532228325954815E+00    0.859119757084017806E+03    0.260433626172476396E+00   -0.264574382135426589E+01
    0.100254942461319585E+01    0.709048454504245473E+00    0.917508364369969698E+01   -0.253915644420468212E+00    0.564245426498018787E+03    0.120419566827699151E+00   -0.226225940427563721E+01
    0.121118547967924273E+01    0.396604376908551159E+00    0.963512412534491602E+01    0.321664348251106347E+00    0.769336523790006936E+03    0.153148365021324034E+00   -0.183983148887595327E+01
    0.108711599586930041E+01    0.169710549764913066E+00    0.963235145346940058E+01    0.346040321781759808E-01    0.623671731332710465E+03    0.310994939268802228E+00   -0.176780715024637125E+01
    0.131987635398624792E+01    0.787115969287592754E+00    0.930925494525623876E+01    0.365125638040794342E+00    0.843435302689269292E+03    0.309760876352388304E+00   -0.157567845515609228E+01
    0.136328526165900565E+01    0.209706029608408506E+00    0.955257232666563993E+01    0.158160568693854753E+00    0.987674288432377807E+03    0.512113228008424071E+00   -0.156953512486972713E+01
    0.102346058793834294E+01    0.324655351879678478E+00    0.913052410674035642E+01   -0.399213494923440049E+00    0.534414432597815903E+03    0.431323568176464833E+00   -0.149120928738186187E+01
    0.121110186474035553E+01    0.494220933755447622E+00    0.951248231655526233E+01    0.283989956311751612E+00    0.715851468648688297E+03    0.237289468211371923E+00   -0.146400691175896291E+01
    0.111355051069435884E+01    0.102924050641342268E+01    0.970376647497582034E+01    0.939855121536137261E-02    0.858264933832937459E+03    0.404894234887650639E+00   -0.146219845288831785E+01
    0.108478822053215418E+01    0.248326068399407462E+00    0.968200451340876356E+01    0.468171981428704420E+00    0.588389075226808018E+03    0.612286269346955236E-01   -0.138064338766205630E+01
    0.117259090177678793E+01    0.962443327097165402E+00    0.935211770807281617E+01   -0.675329052399287200E-01    0.772127428001592875E+03    0.498521524254020854E+00   -0.119536308020844473E+01
    0.124925919932050355E+01    0.115577452676180048E+01    0.953606305328774084E+01   -0.222820041506439637E-01    0.106774901123502445E+04    0.419733379862942624E+00   -0.109827851447112401E+01
    0.869718112891946449E+00    0.840326329746682310E+00    0.904056821382317288E+01   -0.809088017668280202E+00    0.568052571838337144E+03    0.272508508045325948E+00   -0.951408104817035749E+00
    0.889594582769326014E+00    0.711623320321320918E+00    0.932134578519998236E+01   -0.637962032170557469E+00    0.526293969118257792E+03    0.212654782795097363E+00   -0.951338516068110707E+00
    0.135274656050932607E+01    0.134943527962179610E+01    0.936989084586146603E+01    0.478668603216610755E+00    0.116445641108891300E+04    0.452470143300278516E+00   -0.929029226363352834E+00
    0.949679631970042570E+00    0.794450679839782681E+00    0.949412413239375041E+01   -0.172542984181241810E+00    0.571225357997809624E+03    0.739174324162576168E-01   -0.927102549645372420E+00
    0.127710596369099538E+01    0.108216686188549760E+01    0.948481373981584852E+01    0.353743973599915495E+00    0.922560109773258546E+03    0.452461799180174928E+00   -0.897721785923755178E+00
    0.114787562602378967E+01    0.113239517491528896E+01    0.911727557999708260E+01    0.135774268159595035E+00    0.819926283351387497E+03    0.266201639818201774E+00   -0.438984361464438422E+00
