    0.964803573565185202E+00    0.100068375232821509E+02   -0.232563334703445435E+01    0.102084875106811523E+01    0.522092377245426120E+00   -0.209308710097968089E+07   -0.690775511231546968E+01    1
    0.227764864079743656E+01    0.929992485640568844E+01    0.250033140182495117E-01    0.921428203582763672E+01    0.307166645526885940E+00   -0.155279206420005253E+07   -0.690875511231548245E+01    1
    0.218465386792409433E+01    0.923480688804694694E+01    0.375566422939300537E+00    0.252308249473571777E+02    0.277397856712341295E+00   -0.112641514459322416E+07   -0.690975511231547301E+01    1
    0.473890418549358872E+00    0.922803616098787138E+01   -0.470279276371002197E+00    0.123918056488037109E+00    0.276357282698154405E+00   -0.104148407633026026E+07   -0.691075511231547601E+01    1
    0.133840691904544840E+01    0.982009322162610587E+01    0.301950693130493164E+00    0.823257565498352051E+02    0.471263406276702823E+00   -0.778171364039162756E+06   -0.691175511231546658E+01    1
    0.138296996270191674E+01    0.978817471068069445E+01    0.171786308288574219E+00    0.143352091312408447E+03    0.403229418396949743E-01   -0.648741818434941932E+06   -0.691275511231547579E+01    1
    0.151046230350404986E+01    0.976613237902053122E+01   -0.517571091651916504E+00    0.172855138778686523E+03    0.421033609807491271E+00   -0.623421532930553658E+06   -0.691375511231547435E+01    1
    0.156197064246815454E+01    0.918302834416039993E+01   -0.183455485105514526E+01    0.706547498703002930E+02    0.428166049420833528E+00   -0.596924288999482291E+06   -0.691475511231548357E+01    1
    0.937392634668767544E+00    0.929235701654156010E+01   -0.328514695167541504E+00    0.315928459167480469E+01    0.456262692809104864E-01   -0.534493184137793840E+06   -0.691575511231552209E+01    1
    0.150938040684735775E+01    0.953700342131135415E+01   -0.238687139749526978E+01    0.133425056934356689E+03    0.340525901317596413E+00   -0.523084016519525554E+06   -0.691675511231554463E+01    1
    0.221254755253368662E+01    0.915081358849472259E+01   -0.199968934059143066E+01    0.207032561302185059E+03    0.372270935475826237E+00   -0.500120431554201990E+06   -0.691775511231549967E+01    1
    0.229954994889378561E+01    0.915863245825550720E+01   -0.156847435235977173E+01    0.120729982852935791E+03    0.493850250840187022E+00   -0.483356188720712496E+06   -0.691875511231549378E+01    1
