    0.966779230683634583E+00    0.328250877915689243E+00    0.188983057605905252E+00    0.947890134467191281E+01   -0.217203977275271853E+00    0.226666628518318390E+03    0.132014907519490882E+00   -0.117567740566029322E+02
    0.986690247601002435E+00    0.398342806439558217E+00    0.244280304818280947E+00    0.942771907375437124E+01   -0.116134742555370707E+00    0.227059691521326272E+03    0.162267268434990952E+00   -0.116584818439409599E+02
    0.913161332559343619E+00    0.331680733464999433E+00    0.182481309057162977E+00    0.948398545878787402E+01   -0.334481594852993780E+00    0.212531756124151968E+03    0.241419149613337483E-02   -0.115051860516979065E+02
    0.935754565313690501E+00    0.162517296674906830E+00    0.102976400853189390E+00    0.930850101753545545E+01   -0.216905811147052319E+00    0.201835551360096105E+03    0.157640561851240257E+00   -0.102690606083579841E+02
    0.907407089155616631E+00    0.246745596336356454E+00    0.130135919787824295E+00    0.983138829926496705E+01   -0.159107681331590367E+00    0.224464373975547204E+03    0.653271718311214944E-01   -0.969920471827423292E+01
    0.100877906575126408E+01    0.409524486806977395E+00    0.332930856322922963E+00    0.925320363827557379E+01   -0.843073914637613164E-01    0.234481878002159647E+03    0.283263546567092163E-01   -0.929553140735276529E+01
    0.101933695128382040E+01    0.971314638715693679E+00    0.351475477339835696E+00    0.950860991459730442E+01    0.537809415994181528E-01    0.315003551815865308E+03    0.781890054220526903E-01   -0.917440708351053402E+01
    0.893889066177947278E+00    0.124145377701387685E+00    0.119667174561416720E+00    0.985882118303274346E+01   -0.106330890296134406E+00    0.208985033568465923E+03    0.392115388541307286E-01   -0.898653811670898328E+01
    0.995324651342683109E+00    0.406330825941980611E+00    0.257044946066868452E+00    0.971156368448145635E+01   -0.280632917655498915E-02    0.243465707252601703E+03    0.119474262298009781E+00   -0.881865042819766387E+01
    0.959868245043422497E+00    0.405185869852508762E+00    0.226748054089615125E+00    0.928574014679517923E+01   -0.122705001228182731E+00    0.212732923780515023E+03    0.287852356000736567E-01   -0.866485716319590793E+01
    0.880999841209267887E+00    0.323140011104714020E+00    0.164049979050325118E+00    0.996216449006257498E+01   -0.149186615305566317E+00    0.223623518460126746E+03    0.431710815424026020E-01   -0.834349236235142655E+01
    0.935320688418892932E+00    0.476667155674117549E+00    0.127264260295161052E+00    0.962987738874204346E+01   -0.204859554119291687E+00    0.224059821268353147E+03    0.412823606994231762E-01   -0.832054927993150883E+01
    0.989197881367890552E+00    0.184308070968038085E+00    0.117680872336999337E+00    0.976362278373974846E+01    0.275589761718455506E-01    0.246438339444430397E+03    0.201559910130058931E-02   -0.828468154586210304E+01
    0.972986352010336897E+00    0.229316807389951305E+00    0.126193645704808649E+00    0.962247597794488385E+01   -0.136176245926858730E+00    0.230082866991866496E+03    0.891933915354952561E-01   -0.797410403948591551E+01
    0.874557603608557499E+00    0.195993952302391805E+00    0.131687222905539775E+00    0.985110780309055833E+01   -0.343200483974606563E+00    0.222631597035488227E+03    0.530658487548465035E-01   -0.794188190080308409E+01
    0.972378328693516369E+00    0.862286797533064142E+00    0.464949571073132562E+00    0.968271511286176967E+01   -0.816818515638066955E-01    0.300724788596103792E+03    0.111064927907375752E-01   -0.782920099595203034E+01
